state,city,house_price_per_sqft,number_of_BHKs,school_name,school_email,school_phone_number,college_name,college_email,college_phone_number,weather,temperature,humidity,air_quality,estimated_cost_of_living
Kerala,Palakkad,1580,1,"Govt Hr Sec School, Palakkad, Opp. Amaravathy School, Amaravathy, Palakkad - 678001, Kerala.",Govt Hr @gmail.com,9875642494,"Govt Polytechnic College, Palakkad, N H 544, Pallakad- 678001, Kerala.",Govt Polyt@gmail.com,8467122721,Mostly Cloudy,23.8,76,77,54.3
Kerala,Thiruvananthapuram,235,2 BHK,N S V S Public School,nslawrencekoppal@school.edu,8197000000,Govt. First Grade College,govtcollegekoppal@college.edu,8176000000,Sunny,25.5,16,106,20760
Kerala,Kochi,176.91,3 BHK,Maharshi Vidya Mandir Senior Secondary School,principal@school.edu,9895000000,Bharath Institute of Higher Education and Research,info@college.edu,4444000000,Sunny,35,22.1,110,25000
Kerala,Kochi,109.64,4 BHK,SNS Public School,principal@school.edu,9600000000,Bharati Vidyapeeth Deemed University,info@college.edu,2025000000,Rainy,21.2,79,18,11475
Kerala,Kochi,33.4,1 BHK,Little Flower School,school.office@school.edu,8866000000,St. Mary's College of Arts and Science,info@college.edu,4742000000,Cloudy,24.6,43,110,5228
Kerala,Kochi,12.34,4 BHK,IMS Meerut,info@school.edu,0,Meerut College,info@college.edu,0,Rainy,20.25,63,100,64979
Kerala,Ernakulam,298.15,3 BHK,Vishwa Academy,vishwaacademyschool@school.edu,9811000000,Jain University,jainuniversity@college.edu,9811000000,Rainy,20.9,63,50,19872
Kerala,Cochin,35.77,2 BHK,Nirmala Convent MHSS,nirmala@school.edu,9846000000,Jesus & Mary College,jmc@college.edu,9710000000,Sunny,32.07,23,99,18382
Kerala,Kochi,1278.29,3 BHK,Jayshree Periwal International School,jp@school.edu,1412000000,Jayshree Periwal College of Engineering,jp@college.edu,1412000000,Sunny,35.2,29,91,19070
Kerala,Kochi,1.9,2,Sree Buddha Public School,Sree Bud@gmail.com,7690000129,K.S. School Of Mass Communication,K.S. Schoo@gmail.com,8467122745,Clear,27.3,67,37,1125
Kerala,Kollam,2400,3,"C.M.S.H.S.S.S ENGLISH MEDIUM HIGH SCHOOL, Kollam, Kerala 691005, Phone: +91-474-2733444",C.M.S.H.@gmail.com,7849672111,"Kollam Engineering College, Kollam, Kerala 691598, Phone: +91-474-2759567",Kollam Eng@gmail.com,9778632520,Cloudy,29.5,61,80,647
Kerala,Kozhikode,1.7,3 BHK,Kendriya Vidyalaya Kozhikode,kvkozhikode@school.edu,8281000000,Kendriya Vidyalaya Kozhikode,kvkozhikode@college.edu,8281000000,Sunny,32,71,100,6335
Kerala,Cochin,1250,3 BHK,Kendriya Vidyalaya,kvsjn13@school.edu,9081000000,Kendriya Vidyalaya School,kvsjn13@college.edu,9081000000,Sunny,11,52,101,18288
Kerala,Kochi,2.3,3,Nalanda International School,Nalanda @gmail.com,8564312357,Nalanda College of Engineering,Nalanda Co@gmail.com,7890123468,clear sky,30.7,56,64,1021.2
Kerala,Kochi,31.7,2,"Isha Global School, #244, Kochi, Kerala 682011, India",Isha Glo@gmail.com,9875642468,"New Delhi Public School, Third Floor, Kadavanthra Post Office, Kadavanthra, Kochi, Kerala 682004, India",New Delhi @gmail.com,9123456782,Moderate Rain,29,81.2,18,3537
Kerala,Kochi,52.17,2 BHK,NSS International School,nssinternational.admissions@school.edu,7405000000,NSS International School,nssinternational.admissions@college.edu,7405000000,Sunny,25,37,100,10688
Kerala,Thiruvananthapuram,17.5,1 BHK,St. Berchmans College,admission@school.edu,8282000000,Government College,principal.govcolg@college.edu,8282000000,Cloudy,32,47,101,42636
Kerala,Kochi,32.66,4 BHK,D.A.V. Public School,principal.davp@school.edu,8979000000,K.L. University College of Engineering (KLUCE),principal.kluce@college.edu,8979000000,Rainy,22.9,81,19,18941
Kerala,Thiruvananthapuram,154.4,2 BHK,Government Primary School,admissions.govtsrsmn@school.edu,8680000000,Rajarshi Shahu Mahavidyalaya,rajasahumahavidyalaya@college.edu,9423000000,Sunny,22.6,40,23,32814
Kerala,Trivandrum,4238,2 BHK,Mahatma Gandhi High School,mghs.tvm@school.edu,9848000000,Kerala University,registrar@college.edu,4713000000,Snowy,-2.4,44,52,36000
Kerala,Thrissur,12.7,2 BHK,Guru Harkrishan Public School,ghps@school.edu,1125000000,Sri Aurobindo College,saecp@college.edu,1128000000,Sunny,30,37,28,4459
Kerala,Kannur,17.27,1 BHK,Kendriya Vidyalaya,principal.kvs163@school.edu,8047000000,Sri Devi Institute of Science and Technology,sdistcollege@college.edu,8047000000,Cloudy,21.9,79,133,48800
Kerala,Kannur,131.9,1 BHK,St. Mary\'s Higher Secondary School,stmarys@school.edu,4972000000,St. Mary\'s College of Arts and Science,smcas@college.edu,4972000000,Cloudy,29.4,81,83,31167
Kerala,Kannur,3650,2,"St. Joseph's Convent School, Kannur",St. Jose@gmail.com,7690000131,Sree Narayana College of Engineering and Technology,Sree Naray@gmail.com,8467122747,Mostly clear,33.1,73,182,502
Kerala,Kozhikode,140,2 BHK,"Jawahar Navodaya Vidyalaya, Jhajjar",principal@school.edu,9212000000,"Jawaharlal Nehru University, New Delhi",sso@college.edu,1127000000,Sunny,32.8,14,17,6970
Kerala,Kothamangalam,42,2,"NSS Public School, Choolai, Kothamangalam, Kerala, India",NSS Publ@gmail.com,9875642461,St. Mary's College,St. Mary's@gmail.com,7890123473,Rain,28.2,75,23,3303
Kerala,Kannur,85.69,2 BHK,St. Pius X Higher Secondary School,pius.x.hss@school.edu,8077000000,St. Pius X Higher Secondary School,st.pius.x.hss@college.edu,8077000000,Rainy,27.5,86,101,33241.66
Kerala,Kochi,119,2 BHK,"Little Flower Convent H.S.S, Kochi",littleflowerconventschool@school.edu,1244000000,St. Teresa's College,stteresascollege@college.edu,4842000000,Sunny,29.5,27,79,28877
Kerala,Kochi,20,2 BHK,Nanganallur Govt Boys Higher Secondary School,nanganallurgovtboys@school.edu,4443000000,Tharliya Matriculation Higher Secondary School,tharliyamhs@college.edu,4422000000,Sunny,28,94,101,22700
Kerala,Kochi,37.49,3 BHK,"Vishaka College, Kochi",vishakacollege@school.edu,7985000000,"Vishaka College, Kochi",vishakacollege@college.edu,9401000000,Rainy,29.8,69,97,30331
Kerala,Kochi,39.46,3,"['A. M. Menon Memorial Senior Secondary School', 'G. V. R. Senior Secondary School', 'Vidya Vikas Senior Secondary School', 'M. G. Higher Secondary School', 'Loyola School', 'Little Flower Girls' High School', '",admissions@example.com,0,"['Christ College', 'Christ University', 'St. Thomas College', 'Newman College', 'St. Albert's College', 'St. Thomas College', 'St. Teresa's College', 'St. Teresa's College', 'St. Teresa's College', 'St. Ter",,,cloudy,27.1,70,49,174
Kerala,Kochi,2.78,3,"['Kendriya Vidyalaya, Kochi', 'The International School, Kochi', 'A. K. G. High School', 'Sir C. P. Ramaswami Iyer National School', 'Stephen's High School', 'Kendriya Vidyal",nullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnullnulnullnull,8000000000,"['Cochin University of Science and Technology', 'Mar Baselios College of Engineering and Technology', 'Pontifical Institute of Philosophy', 'Mar Ivanios College', 'Cochin University of Science and Technology', 'Chinmaya Vishwavidyapeeth', 'Cochin",,,Mist,20.5,92,65,3288
Kerala,Kochi,66.1,2,"['Govt Model Secondary School (GHSS), Chembumukku',",contact@example.com,8000000000,"['Amar Srinivas College Of Engineering', 'Arts and Science College, Kottayam', 'Commerce College, Kottayam', 'Don Bosco College of Engineering', 'Government College of Engineering, Kottayam', 'Institute of Management Technology, Kottayam",,,Overcast,26.666,87.96,111,106.6666667
Kerala,Kochi,1218,3,"['Sahridaya International School', 'TISB, Kochi', 'Little Flower School', 'Kendriya Vidyalaya, Kochi', 'Merryland High School', 'Jain International Residential School', 'St. Joseph’s School', 'Al-",schools@example.com,0,"['Amrita School of Business', 'SRM University', 'Toc H Institute of Technology', 'Amrita School of Business', 'Amrita School of Business', 'SRM University', 'Toc H Institute of Technology', 'Amrita School of Business', 'SRM University', '",,,broken clouds,31,72,66,1235
Kerala,Kochi,4.75,3,"['Bhavans Vidya Mandir', 'Kendriya Vidyalaya', 'R K T S High School', 'Sarvajanik School', 'St. Josephs Higher Secondary School', 'St. Philomina's School', 'St. Thomas Central School",admissions@example.com,5000000000,"['Agnel's College', 'Bharat Mata College', 'BMS College of Engineering', 'BMS College of Engineering",,,Clear,27.81,56,101,3480
Kerala,Kochi,70.6,2,"['Bhavan's Public School', 'Bhavans Public School', 'Bhavans Public School', 'Bhavans Public School', 'Bhavans Public School', 'Bhavans Public School', 'Bhavans Public School', 'Bhavans Public School', 'Bhavans Public School",info@example.com,1000000000,"['Bhavans College of Engineering', 'Bhavans College of Engineering', 'Bhavans College of Engineering', 'Bhavans College of Engineering', 'Bhavans College of Engineering', 'Bhavans College of Engineering', 'Bhavans College of Engineering', 'Bhavans College of Engineering',",,,Few clouds,30.3,65.5,91,34.2
Madhya Pradesh,Indore,51.53,1 BHK,DPS Gurgaon,gurgaon@school.edu,9600000000,PTC,administrator@college.edu,9600000000,Sunny,35.25,21,72,14230
Madhya Pradesh,Bhopal,28.66,3 BHK,Dr. A. P. J. Abdul Kalam School,dr.apj.kalam@school.edu,9538000000,Jaypee Institute of Information Technology,admission@college.edu,130000000,Cloudy,23.4,57,101,22246
Madhya Pradesh,Bhopal,1400,3 BHK,St. John's School,stjohnschotanagpur@school.edu,8652000000,Seth Anandram Jaipuria School,admissions@college.edu,8537000000,Cloudy,30,68.7,99,9.5
Madhya Pradesh,Bhopal,1763,1 BHK,Little Flower High School,admissions@school.edu,2023000000,S. P. Jain Institute of Management and Research,admissions@college.edu,2227000000,Sunny,30,62,83,18848
Madhya Pradesh,Indore,103,3 BHK,Shri Ram Global School,admissions@school.edu,1245000000,Delhi Technological University,admissions@college.edu,1127000000,Rainy,18.3,74,142,32.66
Madhya Pradesh,Bhopal,121.49,3 BHK,Shivaji Vidyalaya,shivajividyalaya@school.edu,9821000000,St. Xavier's College,admissions@college.edu,9989000000,Rainy,34,87,77,20734
Madhya Pradesh,Indore,1800,3,"Little Flower School, Address: Near C.M.S. Hospital, M.G. Road, Indore, Madhya Pradesh - 452001, Phone: 91-731-4030221",Little F@gmail.com,7849672104,B.M.S. College of Engineering,B.M.S. Col@gmail.com,9778632513,Overcast,29,68,100,5150
Madhya Pradesh,Bhopal,123.34,2 BHK,Little Angels High School,lahighschool@school.edu,9114000000,Bhaskaracharya College Of Applied Sciences,bcas.meerut@college.edu,1212000000,Cloudy,32.25,48,100,44360
Madhya Pradesh,Bhopal,120,2 BHK,Saket Public School,ads.saketpublicschool@school.edu,9810000000,Bhagwan Mahaveer Jain College,bmjc@college.edu,8042000000,Sunny,25,56,65,13000
Madhya Pradesh,Khajuraho,1650000,2,"Khajuraho Residential School, Contact: 07682251081",Khajurah@gmail.com,9875642507,"CMS College of Engineering, Contact: 07682253939",CMS Colleg@gmail.com,8467122734,Sunny,26.1,35,17,2550
Madhya Pradesh,Bhopal,13.67,2 BHK,Delhi Public School,dps@school.edu,1243000000,DPS RK Puram,college@college.edu,1243000000,Rainy,26,51,93,27300
Madhya Pradesh,Indore,55,1 BHK,Little Flower High School,littleflowerhighschool@school.edu,8880000000,Ambalika College,college@college.edu,9876000000,Sunny,29.81,72,120,21875
Madhya Pradesh,Bhopal,1108,3 BHK,Birla High School,admissions@school.edu,7828000000,PGIMS,contactus@college.edu,7558000000,Rainy,28.5,64,28,31380
Madhya Pradesh,Indore,130,2 BHK,HOLY CROSS HIGH SCHOOL,holycrosshighschool@school.edu,6763000000,D.J. Sanghvi College of Engineering,djsce@college.edu,7227000000,Sunny,30,7,103,17026
Madhya Pradesh,Bhopal,127.62,3 BHK,Ecole Globale International Girls School,egg@school.edu,9837000000,Ecole Globale International Girls School,egg@college.edu,9837000000,Cloudy,1.3,96,106,47614
Madhya Pradesh,Bhopal,172.25,2 BHK,D.A.V. Public School,emailid@school.edu,8988000000,Bhartiya Vidya Bhavan\'s College,email@college.edu,8796000000,Sunny,34.9,18,141,40400
Madhya Pradesh,Indore,38.57,2 BHK,S.J.P.S.S.S.,sjpss.sst@school.edu,1141000000,Bhawna Institute of Technology,email@college.edu,1141000000,Sunny,28,21,78,52599
Madhya Pradesh,Indore,136.36,2 BHK,Baharagora High School,baharagorahighschool@school.edu,8564000000,Gandhinagar College,gandhinagarcollege@college.edu,8413000000,Sunny,27.2,47.1,48,20592
Madhya Pradesh,Bhopal,32.72,1 BHK,Narayana Group of Schools,bhopal@school.edu,7575000000,Godavari Institute of Engineering and Technology,godavari@college.edu,7554000000,Sunny,37.1,28,12,12448
Madhya Pradesh,Bhopal,1680000,2,"Government Junior School, Near Kalabhavan, Bhopal, Madhya Pradesh 462002, India",Governme@gmail.com,9875642492,"Government Polytechnic, Bhopal, Madhya Pradesh, India",Government@gmail.com,8467122719,Clear,32.1,59,56,512
Madhya Pradesh,Piparwar,48,2,Govt. High School Piparwar,Govt. Hi@gmail.com,7849672109,Govt. High School Piparwar,Govt. High@gmail.com,9778632518,Clouds,34,64,104,66
Madhya Pradesh,Indore,922.12,3 BHK,D A V Public School,davpunj@school.edu,8397000000,Government College,govtcollegeindore@college.edu,7578000000,Sunny,39.73,29,38,42789
Madhya Pradesh,Bhopal,16,2 BHK,Bhoomi Model School,bhoomimodel@school.edu,2842000000,Govt. Degree College (Bhopal),govtdegcolbhopal@college.edu,3086000000,Sunny,35,17,79,105000
Madhya Pradesh,Bhopal,29.57,2 BHK,Government Primary School,govtprimarieschool@school.edu,8354000000,Government Junior College,govtjuniorcollege@college.edu,8354000000,Sunny,25.7,62,66,20214
Madhya Pradesh,Bhopal,350,2 BHK,Government Middle School,gms.jagannathpuri@school.edu,9415000000,Government Polytechnic,govtpolytechnic@college.edu,9415000000,Sunny,28.94,11,87,16000
Madhya Pradesh,Bhopal,34.5,2 BHK,Shivaji Vidya Mandir,shivajividyamandir@school.edu,9826000000,Devi Ahilya Vishwavidyalaya,info@college.edu,7559000000,Sunny,23.9,52,71,34828
Madhya Pradesh,Delhi,184.7,2 BHK,Guru Harkrishan Public School,gumt@school.edu,8989000000,Maharaja Agrasen Institute of Management Studies,info@college.edu,8928000000,Sunny,29.3,15.5,55,15105
Madhya Pradesh,Indore,23.79,4 BHK,Daly College,dingalapudi@school.edu,4222000000,Daly College,info@college.edu,7779000000,Rainy,28.71,66.1,13,40289
Madhya Pradesh,Indore,231,2 BHK,Ecole Mondiale World School,info@school.edu,9424000000,Indian Institute of Technology Indore,info@college.edu,7300000000,Sunny,34.2,13,102,47386
Madhya Pradesh,Indore,164.58,2 BHK,Vidya Niketan Public School,schooladmin@school.edu,8868000000,Jawahar Lal Nehru University of Technology,info@college.edu,8501000000,Cloudy,16,39,0,27823
Madhya Pradesh,Indore,1.8,2 BHK,Ecole Mondiale World School,indore@school.edu,8391000000,Laxminarayan College of Engineering,info@college.edu,8268000000,Sunny,38.4,26,49,41280
Madhya Pradesh,Bhopal,3623,3 BHK,Sunflower High School,info@school.edu,1142000000,KJ Somaiya College of Engineering,info@college.edu,2226000000,Cloudy,28.57,56,39,27100
Madhya Pradesh,Indore,554.66,2 BHK,Thakur Public School,thakurpublicschool@school.edu,8880000000,Jawaharlal Nehru Institute of Business Management,jnibm@college.edu,7311000000,Sunny,22,26,110,33384
Madhya Pradesh,Bhopal,109.54,2 BHK,Jawahar Navodaya Vidyalaya Bhopal,jnvbhopal@school.edu,7275000000,Jawahar Navodaya Vidyalaya Bhopal,jnvbhopal@college.edu,7275000000,Rainy,14.7,91.3,46,24620
Madhya Pradesh,Bhopal,2228.7,2 BHK,Jain Vidya Jyoti International School,jvjisbopal@school.edu,7398000000,Jain Vishwa Bharati Institute of Technology,jvbit@college.edu,9537000000,Sunny,30.5,18,101,6409
Madhya Pradesh,Indore,1.9,4 BHK,Bombay Scottish School,bombayscottish@school.edu,9820000000,KC College,kc@college.edu,2223000000,Cloudy,29.92,71,95,48000
Madhya Pradesh,Bhopal,2000000,2,"Maharishi Vidya Mandir, Kolar Road, Bhopal, Madhya Pradesh, Pincode: 462006, India",Maharish@gmail.com,7690000127,"Maharishi Vidya Mandir, Kolar Road, Bhopal, Madhya Pradesh, Pincode: 462006, India",Maharishi @gmail.com,8467122743,Clear,38.1,26,101,5000
Madhya Pradesh,Delhi,32.15,2 BHK,Kendriya Vidyalaya,mailto3@school.edu,7971000000,"[104, 'Sarvajanik College of Engineering and Technology', 'SCET', 'SCET', '', '+912225676124', '+912225676124', '']",mailto2@college.edu,2226000000,Sunny,36.9,15.6,134,16283
Madhya Pradesh,Bhopal,150,1 BHK,Sarvodaya Vidyalaya,sarvodayavidyalaya@school.edu,8094000000,Model School,modelcolleges@college.edu,8094000000,Sunny,26,72,97,20152
Madhya Pradesh,Indore,563.3,3 BHK,Sunrise International School,admissions@school.edu,9877000000,Noida Institute of Engineering and Technology,noidainstituteofengineering@college.edu,1235000000,Rainy,18,85,164,10000
Madhya Pradesh,Shivpuri,1500,2,"Kendriya Vidyalaya, Shivpuri, 120006, 07582503713, kvsshivpuri@gmail.com, http://kvsshivpuri.in/",Kendriya@gmail.com,9875642462,"PGDCA, TANUJA COLLEGE OF TECHNOLOGY, SHIVPURI, 461771, 07562936880, http://tanujacollege.com","PGDCA, TAN@gmail.com",7890123474,Sunny,30.1,10,44,140
Madhya Pradesh,Bhopal,202,1 BHK,Snehshree School,principal@school.edu,8100000000,"C. M. Rangoonwala College of Commerce, Bhopal",principal@college.edu,8100000000,Sunny,26.82,39,33,20500
Madhya Pradesh,Indore,4.46,2 BHK,D A V Public School,info@school.edu,7430000000,DAV PG College,principal@college.edu,7430000000,Sunny,38.2,18,76,12440
Madhya Pradesh,Bhopal,13.33,2 BHK,Little Flower Convent School,admissions@school.edu,8047000000,St. Francis College for Women,principal@college.edu,8047000000,Sunny,32,13,59,36000
Madhya Pradesh,Indore,10.3,1 BHK,Loyola High School,loyolahigh@school.edu,8229000000,Loyola College,principal@college.edu,9444000000,Cloudy,20,72,106,3262
Madhya Pradesh,Indore,266,2 BHK,DPS International School,registrar@school.edu,8095000000,St. Aloysius College,principal@college.edu,8041000000,Sunny,34.6,32,86,10896
Madhya Pradesh,Bhopal,4812,4 BHK,Shikshantar School,info@school.edu,8377000000,Srinivas Institute of Technology &amp; Management,principal@college.edu,7350000000,Cloudy,22,52,81,45750
Madhya Pradesh,Bhopal,14,1 BHK,Holy Cross High School,holycross@school.edu,8774000000,Chandlay College Of Commerce,principle.ccc@college.edu,9894000000,Sunny,32,6,27,15689
Madhya Pradesh,Bhopal,119.6,4 BHK,Rajesh Pilot Higher Secondary School,rajeshpilot.school@school.edu,2222000000,Rajesh Pilot Junior College (Autonomous),rajeshpilot.college@college.edu,2222000000,Rainy,11.7,100,99,11500
